algorithm,display_algorithm,frozen_prob,map_id,map_label,seed,episode,success_rate,suite,map_size,oracle_success,holes
optimistic_q,Optimistic Q,0.8,1,p0.80_m1,0,7500,0.96,random8,8x8,0.9933333333333332,11
optimistic_q,Optimistic Q,0.8,1,p0.80_m1,0,8000,0.94,random8,8x8,0.9933333333333332,11
optimistic_q,Optimistic Q,0.8,1,p0.80_m1,0,8500,0.98,random8,8x8,0.9933333333333332,11
optimistic_q,Optimistic Q,0.8,1,p0.80_m1,0,9000,0.84,random8,8x8,0.9933333333333332,11
optimistic_q,Optimistic Q,0.8,1,p0.80_m1,0,9500,0.96,random8,8x8,0.9933333333333332,11
optimistic_q,Optimistic Q,0.8,1,p0.80_m1,0,10000,1.0,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,0,0.0,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,500,0.64,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,1000,0.76,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,1500,0.96,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,2000,0.94,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,2500,0.78,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,3000,0.7,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,3500,0.92,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,4000,0.98,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,4500,0.68,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,5000,0.82,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,5500,0.68,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,6000,0.88,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,6500,0.66,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,7000,0.68,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,7500,0.52,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,8000,0.98,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,8500,0.28,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,9000,0.7,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,9500,0.96,random8,8x8,0.9933333333333332,11
dyna_q,Dyna-Q,0.8,1,p0.80_m1,0,10000,0.94,random8,8x8,0.9933333333333332,11
q_learning,Q-learning,0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,500,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,1000,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,1500,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,2000,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,2500,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,3000,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,3500,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,4000,0.0,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,4500,0.04,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,5000,0.02,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,5500,0.02,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,6000,0.06,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,6500,0.06,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,7000,0.06,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,7500,0.08,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,8000,0.1,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,8500,0.24,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,9000,0.26,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,9500,0.12,random8,8x8,0.94,9
q_learning,Q-learning,0.8,2,p0.80_m2,0,10000,0.36,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,500,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,1000,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,1500,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,2000,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,2500,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,3000,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,3500,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,4000,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,4500,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,5000,0.02,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,5500,0.06,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,6000,0.0,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,6500,0.06,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,7000,0.08,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,7500,0.06,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,8000,0.08,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,8500,0.1,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,9000,0.2,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,9500,0.3,random8,8x8,0.94,9
sarsa,SARSA,0.8,2,p0.80_m2,0,10000,0.5,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,500,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,1000,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,1500,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,2000,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,2500,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,3000,0.04,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,3500,0.02,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,4000,0.0,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,4500,0.02,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,5000,0.04,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,5500,0.06,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,6000,0.26,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,6500,0.5,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,7000,0.56,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,7500,0.58,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,8000,0.72,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,8500,0.74,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,9000,0.58,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,9500,0.74,random8,8x8,0.94,9
expected_sarsa,Expected SARSA,0.8,2,p0.80_m2,0,10000,0.84,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,500,0.0,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,1000,0.0,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,1500,0.0,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,2000,0.0,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,2500,0.0,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,3000,0.02,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,3500,0.04,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,4000,0.06,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,4500,0.16,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,5000,0.12,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,5500,0.08,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,6000,0.16,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,6500,0.34,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,7000,0.38,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,7500,0.2,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,8000,0.34,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,8500,0.3,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,9000,0.2,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,9500,0.5,random8,8x8,0.94,9
sarsa_lambda,SARSA(lambda),0.8,2,p0.80_m2,0,10000,0.02,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,500,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,1000,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,1500,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,2000,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,2500,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,3000,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,3500,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,4000,0.0,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,4500,0.06,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,5000,0.02,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,5500,0.02,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,6000,0.04,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,6500,0.02,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,7000,0.04,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,7500,0.04,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,8000,0.14,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,8500,0.16,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,9000,0.32,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,9500,0.14,random8,8x8,0.94,9
q_lambda,Q(lambda),0.8,2,p0.80_m2,0,10000,0.46,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,500,0.62,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,1000,0.78,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,1500,0.86,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,2000,0.92,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,2500,0.96,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,3000,0.56,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,3500,0.7,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,4000,0.84,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,4500,0.84,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,5000,0.94,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,5500,0.92,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,6000,0.84,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,6500,0.9,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,7000,0.84,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,7500,0.94,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,8000,0.76,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,8500,0.9,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,9000,0.82,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,9500,0.94,random8,8x8,0.94,9
optimistic_q,Optimistic Q,0.8,2,p0.80_m2,0,10000,0.94,random8,8x8,0.94,9
q_learning,Q-learning,0.85,0,p0.85_m0,0,0,0.04,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,500,0.92,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,1000,0.9,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,1500,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,2000,0.98,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,2500,0.88,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,3000,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,3500,0.76,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,4000,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,4500,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,5000,1.0,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,5500,0.98,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,6000,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,6500,0.94,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,7000,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,7500,0.98,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,8000,0.92,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,8500,0.94,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,9000,0.96,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,9500,1.0,random8,8x8,1.0,3
q_learning,Q-learning,0.85,0,p0.85_m0,0,10000,0.98,random8,8x8,1.0,3
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,0,0.0,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,500,0.1,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,1000,0.3,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,1500,0.86,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,2000,0.68,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,2500,0.56,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,3000,0.28,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,3500,0.64,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,4000,0.44,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,4500,0.72,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,5000,0.46,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,5500,0.24,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,6000,0.68,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,6500,0.82,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,7000,0.64,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,7500,0.28,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,8000,0.62,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,8500,0.82,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,9000,0.62,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,9500,0.7,random8,8x8,0.94,9
dyna_q,Dyna-Q,0.8,2,p0.80_m2,0,10000,0.84,random8,8x8,0.94,9
q_learning,Q-learning,0.8,3,p0.80_m3,0,0,0.0,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,500,0.14,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,1000,0.2,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,1500,0.24,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,2000,0.2,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,2500,0.32,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,3000,0.34,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,3500,0.5,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,4000,0.5,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,4500,0.58,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,5000,0.66,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,5500,0.74,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,6000,0.66,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,6500,0.66,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,7000,0.82,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,7500,0.8,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,8000,0.76,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,8500,0.8,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,9000,0.7,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,9500,0.84,random8,8x8,0.9966666666666667,8
q_learning,Q-learning,0.8,3,p0.80_m3,0,10000,0.66,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,0,0.0,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,500,0.14,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,1000,0.08,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,1500,0.04,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,2000,0.2,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,2500,0.3,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,3000,0.22,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,3500,0.32,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,4000,0.5,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,4500,0.46,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,5000,0.52,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,5500,0.6,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,6000,0.84,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,6500,0.9,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,7000,0.88,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,7500,0.92,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,8000,0.88,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,8500,0.96,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,9000,0.96,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,9500,0.8,random8,8x8,0.9966666666666667,8
sarsa,SARSA,0.8,3,p0.80_m3,0,10000,0.86,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,0,0.0,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,500,0.06,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,1000,0.06,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,1500,0.06,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,2000,0.1,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,2500,0.16,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,3000,0.04,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,3500,0.2,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,4000,0.12,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,4500,0.26,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,5000,0.22,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,5500,0.36,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,6000,0.44,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,6500,0.56,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,7000,0.64,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,7500,0.68,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,8000,0.68,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,8500,0.8,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,9000,0.62,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,9500,0.76,random8,8x8,0.9966666666666667,8
expected_sarsa,Expected SARSA,0.8,3,p0.80_m3,0,10000,0.74,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,0,0.0,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,500,0.56,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,1000,0.9,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,1500,0.92,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,2000,0.8,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,2500,0.94,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,3000,0.9,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,3500,0.94,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,4000,0.66,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,4500,0.92,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,5000,0.92,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,5500,0.62,random8,8x8,0.9966666666666667,8
sarsa_lambda,SARSA(lambda),0.8,3,p0.80_m3,0,6000,0.86,random8,8x8,0.9966666666666667,8
